
0,21
6,1
8,1
10,22
13,2
15,37
16,2
17,1
18,2
20,43
21,2
22,3
23,1
24,1
25,45
27,1
28,1
29,1
30,71
31,1
32,2
33,2
35,30
37,2
38,1
39,1
40,45
42,1
44,1
45,43
48,1
50,35
55,19
56,1
60,48
63,1
65,10
70,6
75,6
80,3
85,1
